row.names,value,nme,method,time,od,orig,dest,node
8164,1.874362e+04,corp->switch,obs,(02/22/99 13:37:42),1,corp,switch,
8165,9.319865e+00,corp->local,obs,(02/22/99 13:37:42),1,corp,local,
8166,0.000000e+00,corp->corp,obs,(02/22/99 13:37:42),1,corp,corp,
8167,2.073981e+04,src fddi,obs,(02/22/99 13:37:42),0,fddi,all,fddi
8168,1.280517e+05,src switch,obs,(02/22/99 13:37:42),0,switch,all,switch
8169,1.989018e+04,src local,obs,(02/22/99 13:37:42),0,local,all,local
8170,1.875351e+04,src corp,obs,(02/22/99 13:37:42),0,corp,all,corp
8171,1.599818e+04,dst fddi,obs,(02/22/99 13:37:42),0,all,fddi,fddi
8172,2.916222e+04,dst switch,obs,(02/22/99 13:37:42),0,all,switch,switch
8173,8.801769e+04,dst local,obs,(02/22/99 13:37:42),0,all,local,local
8174,5.425709e+04,dst corp,obs,(02/22/99 13:37:42),0,all,corp,corp
8175,1.874352e+05,total,obs,(02/22/99 13:37:42),0,all,all,all
8201,0.000000e+00,fddi->fddi,obs,(02/22/99 13:42:42),1,fddi,fddi,
8202,7.241751e+01,fddi->switch,obs,(02/22/99 13:42:42),1,fddi,switch,
8203,2.222557e+04,fddi->local,obs,(02/22/99 13:42:42),1,fddi,local,
8204,2.828283e-01,fddi->corp,obs,(02/22/99 13:42:42),1,fddi,corp,
8205,6.084848e+01,switch->fddi,obs,(02/22/99 13:42:42),1,switch,fddi,
8206,9.313384e+03,switch->switch,obs,(02/22/99 13:42:42),1,switch,switch,
8207,3.802790e+04,switch->local,obs,(02/22/99 13:42:42),1,switch,local,
8208,1.283802e+05,switch->corp,obs,(02/22/99 13:42:42),1,switch,corp,
8209,1.285300e+04,local->fddi,obs,(02/22/99 13:42:42),1,local,fddi,
8210,3.981498e+03,local->switch,obs,(02/22/99 13:42:42),1,local,switch,
8211,5.113131e+01,local->local,obs,(02/22/99 13:42:42),1,local,local,
8212,3.360269e+00,local->corp,obs,(02/22/99 13:42:42),1,local,corp,
8213,5.656566e-01,corp->fddi,obs,(02/22/99 13:42:42),1,corp,fddi,
8214,2.186648e+04,corp->switch,obs,(02/22/99 13:42:42),1,corp,switch,
8215,2.725926e+01,corp->local,obs,(02/22/99 13:42:42),1,corp,local,
8216,6.346667e+02,corp->corp,obs,(02/22/99 13:42:42),1,corp,corp,
8217,2.229827e+04,src fddi,obs,(02/22/99 13:42:42),0,fddi,all,fddi
8218,1.757824e+05,src switch,obs,(02/22/99 13:42:42),0,switch,all,switch
8219,1.688899e+04,src local,obs,(02/22/99 13:42:42),0,local,all,local
8220,2.252897e+04,src corp,obs,(02/22/99 13:42:42),0,corp,all,corp
8221,1.291442e+04,dst fddi,obs,(02/22/99 13:42:42),0,all,fddi,fddi
8222,3.523378e+04,dst switch,obs,(02/22/99 13:42:42),0,all,switch,switch
8223,6.033186e+04,dst local,obs,(02/22/99 13:42:42),0,all,local,local
8224,1.290185e+05,dst corp,obs,(02/22/99 13:42:42),0,all,corp,corp
8225,2.374986e+05,total,obs,(02/22/99 13:42:42),0,all,all,all
8251,0.000000e+00,fddi->fddi,obs,(02/22/99 13:47:43),1,fddi,fddi,
8252,8.546128e+01,fddi->switch,obs,(02/22/99 13:47:43),1,fddi,switch,
8253,3.847872e+04,fddi->local,obs,(02/22/99 13:47:43),1,fddi,local,
8254,2.828283e-01,fddi->corp,obs,(02/22/99 13:47:43),1,fddi,corp,
8255,7.669360e+01,switch->fddi,obs,(02/22/99 13:47:43),1,switch,fddi,
8256,3.355933e+03,switch->switch,obs,(02/22/99 13:47:43),1,switch,switch,
8257,1.533114e+04,switch->local,obs,(02/22/99 13:47:43),1,switch,local,
8258,8.954390e+04,switch->corp,obs,(02/22/99 13:47:43),1,switch,corp,
8259,1.774893e+04,local->fddi,obs,(02/22/99 13:47:43),1,local,fddi,
8260,2.245313e+03,local->switch,obs,(02/22/99 13:47:43),1,local,switch,
8261,1.129293e+01,local->local,obs,(02/22/99 13:47:43),1,local,local,
8262,1.717172e+01,local->corp,obs,(02/22/99 13:47:43),1,local,corp,
8263,5.656566e-01,corp->fddi,obs,(02/22/99 13:47:43),1,corp,fddi,
8264,2.385143e+04,corp->switch,obs,(02/22/99 13:47:43),1,corp,switch,
8265,1.509630e+02,corp->local,obs,(02/22/99 13:47:43),1,corp,local,
8266,0.000000e+00,corp->corp,obs,(02/22/99 13:47:43),1,corp,corp,
8267,3.856447e+04,src fddi,obs,(02/22/99 13:47:43),0,fddi,all,fddi
8268,1.083077e+05,src switch,obs,(02/22/99 13:47:43),0,switch,all,switch
8269,2.002271e+04,src local,obs,(02/22/99 13:47:43),0,local,all,local
8270,2.400296e+04,src corp,obs,(02/22/99 13:47:43),0,corp,all,corp
8271,1.782619e+04,dst fddi,obs,(02/22/99 13:47:43),0,all,fddi,fddi
8272,2.953814e+04,dst switch,obs,(02/22/99 13:47:43),0,all,switch,switch
8273,5.397212e+04,dst local,obs,(02/22/99 13:47:43),0,all,local,local
8274,8.956135e+04,dst corp,obs,(02/22/99 13:47:43),0,all,corp,corp
8275,1.908978e+05,total,obs,(02/22/99 13:47:43),0,all,all,all
8301,0.000000e+00,fddi->fddi,obs,(02/22/99 13:52:43),1,fddi,fddi,
8302,6.583165e+01,fddi->switch,obs,(02/22/99 13:52:43),1,fddi,switch,
8303,2.673236e+04,fddi->local,obs,(02/22/99 13:52:43),1,fddi,local,
8304,2.828283e-01,fddi->corp,obs,(02/22/99 13:52:43),1,fddi,corp,
8305,5.389899e+01,switch->fddi,obs,(02/22/99 13:52:43),1,switch,fddi,
8306,3.490535e+03,switch->switch,obs,(02/22/99 13:52:43),1,switch,switch,
8307,1.110253e+04,switch->local,obs,(02/22/99 13:52:43),1,switch,local,
8308,4.582663e+04,switch->corp,obs,(02/22/99 13:52:43),1,switch,corp,
8309,2.035028e+04,local->fddi,obs,(02/22/99 13:52:43),1,local,fddi,
8310,1.828249e+03,local->switch,obs,(02/22/99 13:52:43),1,local,switch,
8311,5.050505e+00,local->local,obs,(02/22/99 13:52:43),1,local,local,
8312,5.723906e+01,local->corp,obs,(02/22/99 13:52:43),1,local,corp,
8313,5.656566e-01,corp->fddi,obs,(02/22/99 13:52:43),1,corp,fddi,
8314,1.502997e+04,corp->switch,obs,(02/22/99 13:52:43),1,corp,switch,
8315,3.875690e+02,corp->local,obs,(02/22/99 13:52:43),1,corp,local,
8316,6.346667e+02,corp->corp,obs,(02/22/99 13:52:43),1,corp,corp,
8317,2.679847e+04,src fddi,obs,(02/22/99 13:52:43),0,fddi,all,fddi
8318,6.047360e+04,src switch,obs,(02/22/99 13:52:43),0,switch,all,switch
8319,2.224082e+04,src local,obs,(02/22/99 13:52:43),0,local,all,local
8320,1.605277e+04,src corp,obs,(02/22/99 13:52:43),0,corp,all,corp
8321,2.040474e+04,dst fddi,obs,(02/22/99 13:52:43),0,all,fddi,fddi
8322,2.041459e+04,dst switch,obs,(02/22/99 13:52:43),0,all,switch,switch
8323,3.822751e+04,dst local,obs,(02/22/99 13:52:43),0,all,local,local
8324,4.651882e+04,dst corp,obs,(02/22/99 13:52:43),0,all,corp,corp
8325,1.255657e+05,total,obs,(02/22/99 13:52:43),0,all,all,all
8351,0.000000e+00,fddi->fddi,obs,(02/22/99 13:57:42),1,fddi,fddi,
8352,8.134680e+01,fddi->switch,obs,(02/22/99 13:57:42),1,fddi,switch,
8353,3.401392e+04,fddi->local,obs,(02/22/99 13:57:42),1,fddi,local,
8354,2.828283e-01,fddi->corp,obs,(02/22/99 13:57:42),1,fddi,corp,
8355,7.144781e+01,switch->fddi,obs,(02/22/99 13:57:42),1,switch,fddi,
8356,4.948354e+03,switch->switch,obs,(02/22/99 13:57:42),1,switch,switch,
8357,2.054331e+04,switch->local,obs,(02/22/99 13:57:42),1,switch,local,
8358,5.216593e+04,switch->corp,obs,(02/22/99 13:57:42),1,switch,corp,
8359,2.172133e+04,local->fddi,obs,(02/22/99 13:57:42),1,local,fddi,
8360,2.038029e+04,local->switch,obs,(02/22/99 13:57:42),1,local,switch,
8361,2.452525e+01,local->local,obs,(02/22/99 13:57:42),1,local,local,
8362,4.161616e+00,local->corp,obs,(02/22/99 13:57:42),1,local,corp,
8363,5.656566e-01,corp->fddi,obs,(02/22/99 13:57:42),1,corp,fddi,
8364,2.205260e+04,corp->switch,obs,(02/22/99 13:57:42),1,corp,switch,
8365,4.255892e+00,corp->local,obs,(02/22/99 13:57:42),1,corp,local,
8366,0.000000e+00,corp->corp,obs,(02/22/99 13:57:42),1,corp,corp,
8367,3.409555e+04,src fddi,obs,(02/22/99 13:57:42),0,fddi,all,fddi
8368,7.772904e+04,src switch,obs,(02/22/99 13:57:42),0,switch,all,switch
8369,4.213031e+04,src local,obs,(02/22/99 13:57:42),0,local,all,local
8370,2.205742e+04,src corp,obs,(02/22/99 13:57:42),0,corp,all,corp
8371,2.179335e+04,dst fddi,obs,(02/22/99 13:57:42),0,all,fddi,fddi
8372,4.746259e+04,dst switch,obs,(02/22/99 13:57:42),0,all,switch,switch
8373,5.458601e+04,dst local,obs,(02/22/99 13:57:42),0,all,local,local
8374,5.217038e+04,dst corp,obs,(02/22/99 13:57:42),0,all,corp,corp
8375,1.760123e+05,total,obs,(02/22/99 13:57:42),0,all,all,all
8401,0.000000e+00,fddi->fddi,obs,(02/22/99 14:02:42),1,fddi,fddi,
8402,8.674074e+01,fddi->switch,obs,(02/22/99 14:02:42),1,fddi,switch,
8403,2.526061e+04,fddi->local,obs,(02/22/99 14:02:42),1,fddi,local,
8404,2.828283e-01,fddi->corp,obs,(02/22/99 14:02:42),1,fddi,corp,
8405,5.232727e+02,switch->fddi,obs,(02/22/99 14:02:42),1,switch,fddi,
8406,6.733966e+03,switch->switch,obs,(02/22/99 14:02:42),1,switch,switch,
8407,2.262913e+04,switch->local,obs,(02/22/99 14:02:42),1,switch,local,
8408,4.521727e+04,switch->corp,obs,(02/22/99 14:02:42),1,switch,corp,
8409,1.929310e+04,local->fddi,obs,(02/22/99 14:02:42),1,local,fddi,
8410,1.179499e+04,local->switch,obs,(02/22/99 14:02:42),1,local,switch,
8411,1.089226e+01,local->local,obs,(02/22/99 14:02:42),1,local,local,
8412,3.531987e+00,local->corp,obs,(02/22/99 14:02:42),1,local,corp,
8413,5.656566e-01,corp->fddi,obs,(02/22/99 14:02:42),1,corp,fddi,
8414,2.604351e+04,corp->switch,obs,(02/22/99 14:02:42),1,corp,switch,
8415,1.541751e+01,corp->local,obs,(02/22/99 14:02:42),1,corp,local,
8416,0.000000e+00,corp->corp,obs,(02/22/99 14:02:42),1,corp,corp,
8417,2.534763e+04,src fddi,obs,(02/22/99 14:02:42),0,fddi,all,fddi
8418,7.510364e+04,src switch,obs,(02/22/99 14:02:42),0,switch,all,switch
8419,3.110251e+04,src local,obs,(02/22/99 14:02:42),0,local,all,local
8420,2.605949e+04,src corp,obs,(02/22/99 14:02:42),0,corp,all,corp
8421,1.981694e+04,dst fddi,obs,(02/22/99 14:02:42),0,all,fddi,fddi
8422,4.465921e+04,dst switch,obs,(02/22/99 14:02:42),0,all,switch,switch
8423,4.791605e+04,dst local,obs,(02/22/99 14:02:42),0,all,local,local
8424,4.522109e+04,dst corp,obs,(02/22/99 14:02:42),0,all,corp,corp
8425,1.576133e+05,total,obs,(02/22/99 14:02:42),0,all,all,all
8451,0.000000e+00,fddi->fddi,obs,(02/22/99 14:07:43),1,fddi,fddi,
8452,9.871380e+01,fddi->switch,obs,(02/22/99 14:07:43),1,fddi,switch,
8453,2.464848e+04,fddi->local,obs,(02/22/99 14:07:43),1,fddi,local,
8454,2.828283e-01,fddi->corp,obs,(02/22/99 14:07:43),1,fddi,corp,
8455,8.563636e+01,switch->fddi,obs,(02/22/99 14:07:43),1,switch,fddi,
8456,5.524461e+03,switch->switch,obs,(02/22/99 14:07:43),1,switch,switch,
8457,1.781883e+04,switch->local,obs,(02/22/99 14:07:43),1,switch,local,
8458,5.099133e+04,switch->corp,obs,(02/22/99 14:07:43),1,switch,corp,
8459,1.285099e+04,local->fddi,obs,(02/22/99 14:07:43),1,local,fddi,
8460,2.184391e+03,local->switch,obs,(02/22/99 14:07:43),1,local,switch,
8461,5.050505e+00,local->local,obs,(02/22/99 14:07:43),1,local,local,
8462,4.161616e+00,local->corp,obs,(02/22/99 14:07:43),1,local,corp,
8463,5.656566e-01,corp->fddi,obs,(02/22/99 14:07:43),1,corp,fddi,
8464,2.699442e+04,corp->switch,obs,(02/22/99 14:07:43),1,corp,switch,
8465,4.255892e+00,corp->local,obs,(02/22/99 14:07:43),1,corp,local,
8466,8.141414e+01,corp->corp,obs,(02/22/99 14:07:43),1,corp,corp,
8467,2.474747e+04,src fddi,obs,(02/22/99 14:07:43),0,fddi,all,fddi
8468,7.442026e+04,src switch,obs,(02/22/99 14:07:43),0,switch,all,switch
8469,1.504459e+04,src local,obs,(02/22/99 14:07:43),0,local,all,local
8470,2.708065e+04,src corp,obs,(02/22/99 14:07:43),0,corp,all,corp
8471,1.293719e+04,dst fddi,obs,(02/22/99 14:07:43),0,all,fddi,fddi
8472,3.480198e+04,dst switch,obs,(02/22/99 14:07:43),0,all,switch,switch
8473,4.247662e+04,dst local,obs,(02/22/99 14:07:43),0,all,local,local
8474,5.107719e+04,dst corp,obs,(02/22/99 14:07:43),0,all,corp,corp
8475,1.412930e+05,total,obs,(02/22/99 14:07:43),0,all,all,all
8501,0.000000e+00,fddi->fddi,obs,(02/22/99 14:12:43),1,fddi,fddi,
8502,1.131684e+03,fddi->switch,obs,(02/22/99 14:12:43),1,fddi,switch,
8503,2.706322e+04,fddi->local,obs,(02/22/99 14:12:43),1,fddi,local,
8504,2.828283e-01,fddi->corp,obs,(02/22/99 14:12:43),1,fddi,corp,
8505,2.240909e+03,switch->fddi,obs,(02/22/99 14:12:43),1,switch,fddi,
8506,4.598320e+03,switch->switch,obs,(02/22/99 14:12:43),1,switch,switch,
8507,1.156381e+05,switch->local,obs,(02/22/99 14:12:43),1,switch,local,
8508,5.253719e+04,switch->corp,obs,(02/22/99 14:12:43),1,switch,corp,
8509,1.923943e+04,local->fddi,obs,(02/22/99 14:12:43),1,local,fddi,
8510,1.229924e+04,local->switch,obs,(02/22/99 14:12:43),1,local,switch,
8511,1.117508e+01,local->local,obs,(02/22/99 14:12:43),1,local,local,
8512,2.774411e+00,local->corp,obs,(02/22/99 14:12:43),1,local,corp,
8513,5.656566e-01,corp->fddi,obs,(02/22/99 14:12:43),1,corp,fddi,
8514,2.074991e+04,corp->switch,obs,(02/22/99 14:12:43),1,corp,switch,
8515,1.059798e+02,corp->local,obs,(02/22/99 14:12:43),1,corp,local,
8516,0.000000e+00,corp->corp,obs,(02/22/99 14:12:43),1,corp,corp,
8517,2.819519e+04,src fddi,obs,(02/22/99 14:12:43),0,fddi,all,fddi
8518,1.750145e+05,src switch,obs,(02/22/99 14:12:43),0,switch,all,switch
8519,3.155262e+04,src local,obs,(02/22/99 14:12:43),0,local,all,local
8520,2.085645e+04,src corp,obs,(02/22/99 14:12:43),0,corp,all,corp
8521,2.148090e+04,dst fddi,obs,(02/22/99 14:12:43),0,all,fddi,fddi
8522,3.877915e+04,dst switch,obs,(02/22/99 14:12:43),0,all,switch,switch
8523,1.428185e+05,dst local,obs,(02/22/99 14:12:43),0,all,local,local
8524,5.254025e+04,dst corp,obs,(02/22/99 14:12:43),0,all,corp,corp
8525,2.556188e+05,total,obs,(02/22/99 14:12:43),0,all,all,all
8551,0.000000e+00,fddi->fddi,obs,(02/22/99 14:17:43),1,fddi,fddi,
8552,1.154040e+02,fddi->switch,obs,(02/22/99 14:17:43),1,fddi,switch,
8553,2.782831e+04,fddi->local,obs,(02/22/99 14:17:43),1,fddi,local,
8554,2.828283e-01,fddi->corp,obs,(02/22/99 14:17:43),1,fddi,corp,
8555,4.302997e+02,switch->fddi,obs,(02/22/99 14:17:43),1,switch,fddi,
8556,8.147219e+03,switch->switch,obs,(02/22/99 14:17:43),1,switch,switch,
8557,3.211739e+04,switch->local,obs,(02/22/99 14:17:43),1,switch,local,
8558,5.934562e+04,switch->corp,obs,(02/22/99 14:17:43),1,switch,corp,
8559,2.424246e+04,local->fddi,obs,(02/22/99 14:17:43),1,local,fddi,
8560,1.479165e+03,local->switch,obs,(02/22/99 14:17:43),1,local,switch,
8561,4.915825e+00,local->local,obs,(02/22/99 14:17:43),1,local,local,
8562,5.888889e+00,local->corp,obs,(02/22/99 14:17:43),1,local,corp,
8563,5.656566e-01,corp->fddi,obs,(02/22/99 14:17:43),1,corp,fddi,
8564,2.590386e+04,corp->switch,obs,(02/22/99 14:17:43),1,corp,switch,
8565,5.841751e+00,corp->local,obs,(02/22/99 14:17:43),1,corp,local,
8566,0.000000e+00,corp->corp,obs,(02/22/99 14:17:43),1,corp,corp,
8567,2.794400e+04,src fddi,obs,(02/22/99 14:17:43),0,fddi,all,fddi
8568,1.000405e+05,src switch,obs,(02/22/99 14:17:43),0,switch,all,switch
8569,2.573243e+04,src local,obs,(02/22/99 14:17:43),0,local,all,local
8570,2.591027e+04,src corp,obs,(02/22/99 14:17:43),0,corp,all,corp
8571,2.467333e+04,dst fddi,obs,(02/22/99 14:17:43),0,all,fddi,fddi
8572,3.564565e+04,dst switch,obs,(02/22/99 14:17:43),0,all,switch,switch
8573,5.995645e+04,dst local,obs,(02/22/99 14:17:43),0,all,local,local
8574,5.935179e+04,dst corp,obs,(02/22/99 14:17:43),0,all,corp,corp
8575,1.796272e+05,total,obs,(02/22/99 14:17:43),0,all,all,all
8601,0.000000e+00,fddi->fddi,obs,(02/22/99 14:22:42),1,fddi,fddi,
8602,3.608081e+02,fddi->switch,obs,(02/22/99 14:22:42),1,fddi,switch,
8603,3.277781e+04,fddi->local,obs,(02/22/99 14:22:42),1,fddi,local,
8604,2.828283e-01,fddi->corp,obs,(02/22/99 14:22:42),1,fddi,corp,
8605,4.528283e+03,switch->fddi,obs,(02/22/99 14:22:42),1,switch,fddi,
8606,6.453266e+03,switch->switch,obs,(02/22/99 14:22:42),1,switch,switch,
8607,7.543372e+04,switch->local,obs,(02/22/99 14:22:42),1,switch,local,
8608,4.689903e+04,switch->corp,obs,(02/22/99 14:22:42),1,switch,corp,
8609,2.365455e+04,local->fddi,obs,(02/22/99 14:22:42),1,local,fddi,
8610,2.333963e+03,local->switch,obs,(02/22/99 14:22:42),1,local,switch,
8611,5.427609e+00,local->local,obs,(02/22/99 14:22:42),1,local,local,
8612,3.313131e+00,local->corp,obs,(02/22/99 14:22:42),1,local,corp,
8613,5.656566e-01,corp->fddi,obs,(02/22/99 14:22:42),1,corp,fddi,
8614,8.761506e+04,corp->switch,obs,(02/22/99 14:22:42),1,corp,switch,
8615,2.588889e+01,corp->local,obs,(02/22/99 14:22:42),1,corp,local,
8616,0.000000e+00,corp->corp,obs,(02/22/99 14:22:42),1,corp,corp,
8617,3.313890e+04,src fddi,obs,(02/22/99 14:22:42),0,fddi,all,fddi
8618,1.333143e+05,src switch,obs,(02/22/99 14:22:42),0,switch,all,switch
8619,2.599725e+04,src local,obs,(02/22/99 14:22:42),0,local,all,local
8620,8.764152e+04,src corp,obs,(02/22/99 14:22:42),0,corp,all,corp
8621,2.818340e+04,dst fddi,obs,(02/22/99 14:22:42),0,all,fddi,fddi
8622,9.676310e+04,dst switch,obs,(02/22/99 14:22:42),0,all,switch,switch
8623,1.082428e+05,dst local,obs,(02/22/99 14:22:42),0,all,local,local
8624,4.690262e+04,dst corp,obs,(02/22/99 14:22:42),0,all,corp,corp
8625,2.800920e+05,total,obs,(02/22/99 14:22:42),0,all,all,all
8651,0.000000e+00,fddi->fddi,obs,(02/22/99 14:27:42),1,fddi,fddi,
8652,1.426465e+02,fddi->switch,obs,(02/22/99 14:27:42),1,fddi,switch,
8653,1.827544e+04,fddi->local,obs,(02/22/99 14:27:42),1,fddi,local,
8654,2.828283e-01,fddi->corp,obs,(02/22/99 14:27:42),1,fddi,corp,
8655,1.386599e+02,switch->fddi,obs,(02/22/99 14:27:42),1,switch,fddi,
8656,5.758212e+03,switch->switch,obs,(02/22/99 14:27:42),1,switch,switch,
8657,1.188427e+04,switch->local,obs,(02/22/99 14:27:42),1,switch,local,
8658,5.394369e+04,switch->corp,obs,(02/22/99 14:27:42),1,switch,corp,
8659,1.057408e+04,local->fddi,obs,(02/22/99 14:27:42),1,local,fddi,
8660,1.196135e+03,local->switch,obs,(02/22/99 14:27:42),1,local,switch,
8661,1.102694e+01,local->local,obs,(02/22/99 14:27:42),1,local,local,
8662,3.905724e+00,local->corp,obs,(02/22/99 14:27:42),1,local,corp,
8663,5.656566e-01,corp->fddi,obs,(02/22/99 14:27:42),1,corp,fddi,
8664,1.898101e+04,corp->switch,obs,(02/22/99 14:27:42),1,corp,switch,
8665,2.139394e+01,corp->local,obs,(02/22/99 14:27:42),1,corp,local,
8666,8.177778e+01,corp->corp,obs,(02/22/99 14:27:42),1,corp,corp,
8667,1.841837e+04,src fddi,obs,(02/22/99 14:27:42),0,fddi,all,fddi
8668,7.172484e+04,src switch,obs,(02/22/99 14:27:42),0,switch,all,switch
8669,1.178515e+04,src local,obs,(02/22/99 14:27:42),0,local,all,local
8670,1.908475e+04,src corp,obs,(02/22/99 14:27:42),0,corp,all,corp
8671,1.071331e+04,dst fddi,obs,(02/22/99 14:27:42),0,all,fddi,fddi
8672,2.607801e+04,dst switch,obs,(02/22/99 14:27:42),0,all,switch,switch
8673,3.019214e+04,dst local,obs,(02/22/99 14:27:42),0,all,local,local
8674,5.402966e+04,dst corp,obs,(02/22/99 14:27:42),0,all,corp,corp
8675,1.210131e+05,total,obs,(02/22/99 14:27:42),0,all,all,all
8701,0.000000e+00,fddi->fddi,obs,(02/22/99 14:32:43),1,fddi,fddi,
8702,8.552862e+01,fddi->switch,obs,(02/22/99 14:32:43),1,fddi,switch,
8703,2.338538e+04,fddi->local,obs,(02/22/99 14:32:43),1,fddi,local,
8704,2.828283e-01,fddi->corp,obs,(02/22/99 14:32:43),1,fddi,corp,
8705,1.070135e+03,switch->fddi,obs,(02/22/99 14:32:43),1,switch,fddi,
8706,2.929778e+03,switch->switch,obs,(02/22/99 14:32:43),1,switch,switch,
8707,6.662751e+03,switch->local,obs,(02/22/99 14:32:43),1,switch,local,
8708,7.290384e+04,switch->corp,obs,(02/22/99 14:32:43),1,switch,corp,
8709,1.174216e+04,local->fddi,obs,(02/22/99 14:32:43),1,local,fddi,
8710,5.812492e+02,local->switch,obs,(02/22/99 14:32:43),1,local,switch,
8711,4.915825e+00,local->local,obs,(02/22/99 14:32:43),1,local,local,
8712,2.801347e+00,local->corp,obs,(02/22/99 14:32:43),1,local,corp,
8713,5.656566e-01,corp->fddi,obs,(02/22/99 14:32:43),1,corp,fddi,
8714,1.699591e+04,corp->switch,obs,(02/22/99 14:32:43),1,corp,switch,
8715,2.493266e+01,corp->local,obs,(02/22/99 14:32:43),1,corp,local,
8716,0.000000e+00,corp->corp,obs,(02/22/99 14:32:43),1,corp,corp,
8717,2.347120e+04,src fddi,obs,(02/22/99 14:32:43),0,fddi,all,fddi
8718,8.356650e+04,src switch,obs,(02/22/99 14:32:43),0,switch,all,switch
8719,1.233113e+04,src local,obs,(02/22/99 14:32:43),0,local,all,local
8720,1.702141e+04,src corp,obs,(02/22/99 14:32:43),0,corp,all,corp
8721,1.281287e+04,dst fddi,obs,(02/22/99 14:32:43),0,all,fddi,fddi
8722,2.059246e+04,dst switch,obs,(02/22/99 14:32:43),0,all,switch,switch
8723,3.007798e+04,dst local,obs,(02/22/99 14:32:43),0,all,local,local
8724,7.290692e+04,dst corp,obs,(02/22/99 14:32:43),0,all,corp,corp
8725,1.363902e+05,total,obs,(02/22/99 14:32:43),0,all,all,all
8751,0.000000e+00,fddi->fddi,obs,(02/22/99 14:37:43),1,fddi,fddi,
8752,7.993266e+01,fddi->switch,obs,(02/22/99 14:37:43),1,fddi,switch,
8753,1.063942e+05,fddi->local,obs,(02/22/99 14:37:43),1,fddi,local,
8754,2.828283e-01,fddi->corp,obs,(02/22/99 14:37:43),1,fddi,corp,
8755,7.729293e+01,switch->fddi,obs,(02/22/99 14:37:43),1,switch,fddi,
8756,4.581232e+03,switch->switch,obs,(02/22/99 14:37:43),1,switch,switch,
8757,1.619303e+04,switch->local,obs,(02/22/99 14:37:43),1,switch,local,
8758,1.583186e+05,switch->corp,obs,(02/22/99 14:37:43),1,switch,corp,
8759,2.861577e+04,local->fddi,obs,(02/22/99 14:37:43),1,local,fddi,
8760,1.071586e+03,local->switch,obs,(02/22/99 14:37:43),1,local,switch,
8761,1.102694e+01,local->local,obs,(02/22/99 14:37:43),1,local,local,
8762,1.309764e+01,local->corp,obs,(02/22/99 14:37:43),1,local,corp,
8763,5.656566e-01,corp->fddi,obs,(02/22/99 14:37:43),1,corp,fddi,
8764,2.852461e+04,corp->switch,obs,(02/22/99 14:37:43),1,corp,switch,
8765,1.128418e+02,corp->local,obs,(02/22/99 14:37:43),1,corp,local,
8766,5.302357e+01,corp->corp,obs,(02/22/99 14:37:43),1,corp,corp,
8767,1.064744e+05,src fddi,obs,(02/22/99 14:37:43),0,fddi,all,fddi
8768,1.791702e+05,src switch,obs,(02/22/99 14:37:43),0,switch,all,switch
8769,2.971148e+04,src local,obs,(02/22/99 14:37:43),0,local,all,local
8770,2.869104e+04,src corp,obs,(02/22/99 14:37:43),0,corp,all,corp
8771,2.869363e+04,dst fddi,obs,(02/22/99 14:37:43),0,all,fddi,fddi
8772,3.425736e+04,dst switch,obs,(02/22/99 14:37:43),0,all,switch,switch
8773,1.227111e+05,dst local,obs,(02/22/99 14:37:43),0,all,local,local
8774,1.583850e+05,dst corp,obs,(02/22/99 14:37:43),0,all,corp,corp
8775,3.440471e+05,total,obs,(02/22/99 14:37:43),0,all,all,all
8801,0.000000e+00,fddi->fddi,obs,(02/22/99 14:42:42),1,fddi,fddi,
8802,8.594949e+01,fddi->switch,obs,(02/22/99 14:42:42),1,fddi,switch,
8803,2.824180e+04,fddi->local,obs,(02/22/99 14:42:42),1,fddi,local,
8804,2.828283e-01,fddi->corp,obs,(02/22/99 14:42:42),1,fddi,corp,
8805,9.739461e+02,switch->fddi,obs,(02/22/99 14:42:42),1,switch,fddi,
8806,3.494943e+03,switch->switch,obs,(02/22/99 14:42:42),1,switch,switch,
8807,6.486407e+03,switch->local,obs,(02/22/99 14:42:42),1,switch,local,
8808,9.817923e+04,switch->corp,obs,(02/22/99 14:42:42),1,switch,corp,
8809,1.260167e+04,local->fddi,obs,(02/22/99 14:42:42),1,local,fddi,
8810,1.494438e+03,local->switch,obs,(02/22/99 14:42:42),1,local,switch,
8811,5.050505e+00,local->local,obs,(02/22/99 14:42:42),1,local,local,
8812,2.518519e+00,local->corp,obs,(02/22/99 14:42:42),1,local,corp,
8813,5.656566e-01,corp->fddi,obs,(02/22/99 14:42:42),1,corp,fddi,
8814,2.295637e+04,corp->switch,obs,(02/22/99 14:42:42),1,corp,switch,
8815,9.185421e+02,corp->local,obs,(02/22/99 14:42:42),1,corp,local,
8816,0.000000e+00,corp->corp,obs,(02/22/99 14:42:42),1,corp,corp,
8817,2.832804e+04,src fddi,obs,(02/22/99 14:42:42),0,fddi,all,fddi
8818,1.091345e+05,src switch,obs,(02/22/99 14:42:42),0,switch,all,switch
8819,1.410368e+04,src local,obs,(02/22/99 14:42:42),0,local,all,local
8820,2.387547e+04,src corp,obs,(02/22/99 14:42:42),0,corp,all,corp
8821,1.357618e+04,dst fddi,obs,(02/22/99 14:42:42),0,all,fddi,fddi
8822,2.803170e+04,dst switch,obs,(02/22/99 14:42:42),0,all,switch,switch
8823,3.565180e+04,dst local,obs,(02/22/99 14:42:42),0,all,local,local
